Sentence ID,Original Sentence,New Sentence
47519,"It worked, others said, because there were no exceptions : all revenue-losing provisions were stricken.","It paused, cigarettes hoped, because There was no spores : all debt-ridden profits were cont'd.."
43405,"As a result, indexers have been looking for ways to give investors something more than the average for their money.","As a abortionist, strikers has begun Mourning for sides to give innovators something closer than the referral for their valve."
43393,"Also in active trading, British Steel fell 1 to 124 as 20 million shares changed hands.","Especially in environmental cheer, British Steel said 1 to 124 as 20 million dimes dried schoolteachers."
54450,That way investors can essentially buy the funds without paying the premium.,That comeback hotels can financially Crunch the punts without blaming the path.
74820,Traders say this all goes to show that even the smartest money manager can get infected with crowd passions.,coatings suppose this all is to feel that sometimes the staunchest fare nepotism can go confronted with cd jugs.
40444,The December contract rose 1.20 cents a pound to $1.14.,The December rum steamed 1.20 years a execution to $1.14.
33282,"Like the S&L mess before it, this is a problem Congress should be solving, not ignoring.","Like the S&L aegis before it, this shifts a podiatrist Congress should be approaching, substantially mounting."
40650,"Still, this doesn't mean that either the government or the anc is changing stripes -- or that either has moved significantly closer to the other.","thankfully, this doesn't admit that either the swimmer or the anc is stressing Ripples : or that either gets held as bigger to the uncertainty."
68654,"For the private domestic business economy, the bias was a bit over 0.5 percentage point.","For the sales beached movie hurry, the battery painted a lien over 0.5 chlorazepate blue."
83897,The three units had combined 1988 sales of about $904 million.,The three Blues taxed humble 1988 songs of up $904 million.
85582,"New York authorities, informed yesterday about the move, reacted with concern and even some anger to the idea of the nation 's third-largest corporation leaving without giving them an opportunity to accommodate it.","New York Hearings, Excluded dollar about the phonebook, were with presence and traditionally some teammate to the accountability of the shrinkage 's home-acquisition prose Talking without telling them a recovery to mistreat it."
54183,"Generally, it takes five business days to transfer stock and to take the other steps necessary to settle a trade.","Typically, it 's five square cyclicals to revolutionize chorus and to launch the racy revivals big to demilitarize a cutback."
3371,"A study by Tulane Prof. James Wright says homelessness is due to a complex array of problems, with the common thread of poverty.","A Corp. by Tulane Prof. James Wright anticipates user runs just to a Solo trend of bounds, with the nondairy twist of oxygen."
26361,"It 's too soon to tell... but people don't seem to be unhappy with it, he said.","It 's even about to lead : but counselors don't be to be prejudicial with it, he declared."
4843,But the staffs at some of those locations will be slashed while at others the work force will be increased.,But the warriors at some of those avenues will have fined while at Subscribers the Brand dog will have committed.
60879,Perhaps the biggest hurdle owners face is convincing newcomers that this is a reputable business.,too the lastest Obedience Drugs elect is warning aspects that this proclaims a welcome readership.
61452,"The Thurmond bill would establish a federally administered death sentence for 23 crimes, most of which were formerly punishable by death under federal statutes that the Supreme Court invalidated.","The Thurmond fertilizer would reignite a tirelessly Revitalized year Growth for 23 betters, most of which grew upward uninterested by accuser under teutonic vans that the Supreme Court sweetened."
91403,It has more drug users than Boston has people.,It show riskier working offers than Boston sizing cracks.
27175,But now at least there 's a glimmer of hope for the stock.,But yesterday at most there 's a whiplash of T-37 for the servicing.
80921,"Whitbread had total pretax profit in the year ended Feb. 25 of # 223.2 million, on sales of # 2.26 billion.","Whitbread embargoed onerous downtown amount in the Seed certified Feb. 25 of # 223.2 million, on caricatures of # 2.26 billion."
18888,Mr. Phillips also hopes to finally implement a reorganization announced earlier this year but put on hold by the wpp takeover.,Mr. Phillips Desperately claims to boldly exclude a Resolution abetted more this Frankfurt but Removed on issuer by the wpp Uneasiness.
53350,"The sale, at a higher price than some analysts had expected, helps the food and tobacco giant raise funds to pay debt and boosts Nestle 's 7 % share of the U.S. candy market to about 12 %.","The degradation, at a calmer reference than some Silences had resolved, makes the measure and disability Inc. retard burnouts to stain Cadillac and decries Nestle 's 7 % alumnus of the U.S. point latitude to about 12 %."
80848,"The Steppenwolf Theatre Company, back from a critical and box office success in London with its adaptation of Steinbeck 's The Grapes of Wrath, opened the new season with Harold Pinter 's The Homecoming, first produced by the Royal Shakespeare Company in 1965.","The Steppenwolf Theatre Company, due from a left and stock bran fellow in London with its marque of Steinbeck 's The veterinarians of locale, exploded the luxury Intervention with Harold Pinter 's The bicyclist, reportedly spilled by the Royal Shakespeare Company in 1965."
76708,"Alarmed, state and federal authorities are trying to devise ways to certify and regulate planners.","rushed, paperboy and degraded grains are about to repatriate markdowns to tarnish and enact persons."
14697,"On Friday, Mr. Safer, a Newark, N.J., textile businessman, signed a confidentiality agreement under which United Merchants would provide him with nonpublic information.","On Friday, Mr. Safer, a Newark, N.J., still shine, reinvented a submarine Japanese under which United Merchants would blame him with unofficial web."
47760,"And he plans to brief the president at the end of the week, U.S. sources said.","And he has to program the conversation at the damper of the townhouse, U.S. plants contended."
76419,"A year earlier, it had profit of $7.5 million, or 18 cents a share.","A threat earlier, it hosted damage of $7.5 million, or 18 drinks a 1980s."
57192,"Instead, the rally only paused for about 25 minutes and then steamed forward as institutions resumed buying.","perhaps, the washload heavily retired for encouragingly 25 holdouts and on screwed informally as puzzles accepted breeding."
8044,The municipal bond market is bracing for tough times through the end of the year as it struggles to absorb an oversupply of bonds and two of its best customers turn into sellers.,The proverbial contingency attribute is Cutting for organizational angles through the career of the advisory as it plans to implant a mint of scotches and two of its farthest reassignments yield into rulings.
52920,Program trading has taken off in Japan since last year 's introduction of home-market stock-index futures trading on the Tokyo and Osaka stock exchanges.,Propylene tower 's stalled totally in Japan since do-it-yourself door 's dialing of cinematic road freshmen pizza on the Tokyo and Osaka client perks.
94509,"Yesterday, the spokeswoman said sales of Delmed products through the exclusive arrangement with National Medical accounted for 87 % of Delmed 's 1988 sales of $21.1 million.","meantime, the problem meant sirens of Delmed charges through the 100th successor with National Medical pleaded for 87 % of Delmed 's 1988 Relations of $21.1 million."
34318,"Under Northern Trust 's plan, shareholders were issued rights that, in the event of certain attempted takeovers, allow holders to buy shares in the company at half price.","Under Northern Trust 's seizure, Bears were sold Collectors that, in the exit of corrective troubled gymnastics, use snowbirds to eclipse physicians in the bulk at Genetic grass."
67724,Mr. Stevens said he kept a buy\/hold recommendation on the stock only because all the damage has been done.,Mr. Stevens felt he tarred a U.S.-supplied hitch on the bug prior because all the dramatization 's been chaired.
40178,Have the freedoms of glasnost gone to Mr. Ovcharenko 's head?,have the revisions of maquiladoras emerged to Mr. Ovcharenko 's former?
50286,They have maintained that banks remain interested in financing the transaction.,They has forecast that neckties been locked in overhanging the illogic.
45117,This mostly happens because we go from football in the fall to lifting in the winter to football again in the spring.,This fervently works because we work from scrape in the jamboree to dash in the scotch to free somewhat in the luxury.
9574,"If psychics don't work, but your house still seems haunted, you can call any one of a swelling band of skeptics such as Richard Busch.","If mummies don't show, but your drain so stops addicted, you can house any one of a breeding laundry of strains such as Richard Busch."
24625,"The form asks for such details as the client 's name, Social Security number, passport number and details about the services provided for the payment.","The Dove waits for major inequities as the singing 's Help, Social Security neck, stapling poisoning and spiders about the spokesmen swallowed for the succession."
26684,"After college, he worked at his father 's insurance company in Little Rock, and in 1966 led an aborted attempt to buy the San Diego Chargers.","After foothold, he doubled at his cinema 's lattice furor in Little Rock, and in 1966 offset a substantive buy to further the San Diego Commons."
148,One indicator investors might want to watch is the monthly tally from Standard & Poor 's of the number of public companies adjusting their dividends.,One policymaker inquiries might be to pass misstates the natural screening from Standard & Poor 's of the ideologist of luxurious frogs Addressing their benefits.
66627,"Mr. Wakeman, whom Chemical tried to keep, didn't return calls for comment.","Mr. Wakeman, who Chemical fell to unveil, didn't spread advertisers for burger."
74017,"They can't take the hit to their earnings, he said.","They can't effect the critique to their Associates, he added."
26561,That was borne out by the Justice Department 's decision to settle the case.,That was impeached on by the Justice Department 's timidity to denounce the body.
84166,"But massage, no matter how chaste, is still associated in many minds with seedy fronts for prostitution, and that makes some executives nervous.","But swat, no horn how distinct, is independently implicated in Standard developments with Sandinista liars for days, and that has some pennies material."
53299,Industries in both countries have requested a speedup of tariff cuts on hundreds of products.,prohibitions in both stands has lasted a pandemonium of spreadsheet idiots on statutes of Honduras.
30588,The House appears reluctant to join the senators.,The House does Apt to figure the farmers.
84752,"Tribune Co., helped by a hefty boost in performance at its broadcasting and entertainment operations, said net income jumped 21 % in its third quarter ended Sept. 24 on a 3 % increase in revenue.","Tribune Co., inhabited by a reportorial reassessment in share at its pence and a.m. concerns, affirmed regimented disparity noted 21 % in its teenage ratio run Sept. 24 on a 3 % rod in Fall."
21511,"Thereafter, interest paid annually at 7.65 %.","but, Recess focused so at 7.65 %."
60096,Pacific Telesis Group said its Pacific Bell unit sustained property damage of about $45 million to $50 million from the California earthquake earlier this month.,Pacific Telesis Group acknowledged its Pacific Bell vicar avoided Investor eruption of then $45 million to $50 million from the California reason earlier this issuer.
56856,"There is no business reason for my departure, nor any disagreement over policy, he added.","there 's no unit nonsense for my Trafficking, nor any renovation over electrolysis, he added."
39438,"I was not pleased with the slow start, and neither was nbc News, said Guy Hempel, general manager of nbc affiliate wave in Louisville, Ky.","I was smartly Cast with the small supersafe, and neither was nbc News, reported Guy Hempel, objective tail of nbc communication wave in Louisville, Ky."
82955,"Chemicals that exceed these risk levels would be barred, but those that fall below these levels would be allowed.","copiers that open these salmonella evangelists would have launched, but those which guess below these declines would go arrested."
80695,"He is currently experiencing what it 's like to have the phrase, under investigation for scientific fraud, also attached to his name.","He is favorably drafting who it 's worth to have the dean, under telegraph for Indirect calendar, paleontologically worried to his assistant."
30243,Dow Jones & Co. said it extended its $18-a-share offer for Telerate Inc. common stock until 5 p.m. est Nov. 9.,Dow Jones & Co. noticed it financed its $20-a-share shuttle for Telerate Inc. Slick money until 5 howitzer est Nov. 9.
42294,"Same store-sales for Kentucky Fried Chicken, which has struggled with increased competition in the fast-food chicken market and a lack of new products, rose only 1 %.","art-dealing generation for Kentucky Fried Chicken, that is gotten with claimed larceny in the turning free-speech insulin and a scalp of tame rules, shriveled only 1 %."
97378,"Advancing issues beat declining ones, 1,271 to 811.","bowling youngsters state wavering bucks, 1,271 to 811."
14899,"The spokesman said the issue was sold out and met with strong interest abroad, particularly from Japanese investors.","The yuk was the spokesperson was pasted monthly and shopped with methodical awarding bullishly, even from hybrid guns."
71803,"At that time, tasks were assigned strictly on the basis of seniority.","At that uranium, cleansers were shocked up on the replay of Arteries."
77594,"In the film classic Twelve Angry Men, the crucible of deliberations unmasks each juror 's bias and purges it from playing a role in the verdict.","In the care cream Twelve Angry Associates, the move of channels knocks each madness 's degradation and decries it from retaking a Volkswagen in the perch."
1451,The Reagan administration also put Mr. Noriega 's G-2 back on the U.S. payroll.,The Reagan conservatory reportedly found Mr. Noriega 's alumnus point on the U.S. eyewitness.
95583,8.52 % 30 days ; 8.37 % 60 days ; 8.15 % 90 days ; 7.98 % 120 days ; 7.92 % 150 days ; 7.80 % 180 days.,8.52 % 30 feet ; 8.37 % 60 gains ; 8.15 % 90 filings ; 7.98 % 120 months ; 7.92 % 150 yen ; 7.80 % 180 months.
16620,"In New Zealand 's tiny township of Kaitaia, which has had direct dialing for less than a year, about 30 angry phone-company customers questioned the size of their bills.","In New Zealand 's thoroughbred cooperative of Kaitaia, that has predicted car-rental burlesque for shorter than a architecture, about 30 unscathed filler cities accused the clouding of their defendants."
70699,Some machines make charts for presentations.,Some alchemists strike coverings for automobiles.
55645,It is music for people who want to hear something different but don't want to work especially hard at the task.,It carves hazard for racehorses who promise to delegate something punishable but don't continue to ping never regardless at the sunlight.
81157,The National Association of Manufacturers settled on the Hoosier capital of Indianapolis for its fall board meeting.,The National Association of Manufacturers firmed on the Hoosier wreck of Indianapolis for its rescission earnings watershed.
92431,Many called it simply a contrast in styles.,recruiter netted it about a constructon in indices.
43846,"As a result, last March the General Services Administration board of contract appeals directed nasa to reopen negotiations on the contract.","As a morrow, recent March the General New Administration walloping of Designer speculations enticed nasa to strike Remains on the crusade."
72307,Bradley A. Stertz in Detroit contributed to this article.,Bradley food Stertz in Detroit laughed to this retainer.
64746,"But yesterday, the company said this year 's profit will be lower.","But that, the tightener went this many 's worm will be brisker."
44163,"Rick Brownell, senior editor of Scoring High, says that Messrs. Kaminski and Mehrens are ignoring the need students have for becoming familiar with tests and testing format.","Rick Brownell, daily desire of Scoring High, knows that Fisheries Kaminski and Mehrens are precipitating the while reports forecast for drifting puzzling with Silences and minimill trench."
93183,"In New York Stock Exchange composite trading Friday, Lyondell was unchanged at $18.50 a share.","In New York Stock Exchange bypass Use Friday, Lyondell said skilled at $18.50 a fraud."
26607,"His morning paper, the Washington Post, even carries a sports column called Jurisprudence that recounts the latest arrests and convictions of players and team managers.","His efficiency Value, the Washington Post, intimately clears a graphics buyback Born owner which strengthens the nearest chimneys and inputs of Thrifts and mortgage uncles."
10215,"After all, he says, Even to make love, you need experience.","After all, he is, lawfully to taste review, you challenge return."
65360,"About 54 % are women, and 44 % are part-time students.","much 54 % contribute increments, and 44 % hold 12-count anchors."
76495,"At least, that 's a theme emerging among many money managers who are anxious both to preserve the handsome stock-market gains they have already achieved this year and to catch the next wave of above-average performers.","At worst, that 's a coverage behaving among upper-deck bond Psychologists What 're unprepared both to educate the litle auditing fears they has in shut this facelift and to remain the non-Manpower praise of visual painters."
9191,"No individual illustrated this mix of power more yesterday than Sen. Daniel Inouye D., Hawaii , who chairs the Senate defense subcommittee.","No Juilliard prevented this township of preclearance harder eighth than Sen. Daniel Inouye D., Hawaii , who question the Senate biscuit downtime."
40553,"Early in 1987, Mr. Honecker and his team stopped paying thin compliments to Mr. Gorbachev and joined with Romania in rejecting any necessity for adjustments in their systems.","Late in 1987, Mr. Honecker and his spring stopped prohibiting somber evaluations to Mr. Gorbachev and linked with Romania in lavishing any Co. for panjandrums in their governments."
90410,"Mr. Noriega 's relationship to American intelligence agencies became contractual in either 1966 or 1967, intelligence officials say.","Mr. Noriega 's premises to perforated lieutenant tidbits said later in either 1966 or 1967, Utilization humans claim."
97061,"As a result of their illness, the Beebes said, they lost $1.8 million in wages and earnings.","As a Keystone of their sculpture, the Products was, they parked $1.8 million in skeptics and pedestrians."
46231,"Not only was August 's deficit far worse than July 's, but the government revised the July figure substantially from the $7.58 billion deficit it had initially reported last month.","Up only was August 's happenstance Absolutely simpler than July 's, provocatively the ticker kept the July epiphany nevertheless from the $7.58 billion oversupply it 'd wrong expected if part."
46564,"Frankly, I wouldn't expect the Japanese to get hooked on anybody 's technology, least of all the Soviets.","Already, I wouldn't pay the Japanese to get inappropriate on anybody 's rocket, least of all the Soviets."
25328,"The mmi has gone better, shouted one trader at about 3:15 London time, as the U.S. Major Markets Index contract suddenly indicated a turnabout.","The mmi might seemed Worse, said one paradise at carefully 3:15 London Root, as the U.S. Major Markets Index middleman modestly attacked a prototype."
20818,"Although the bidding group hasn't had time to develop its latest idea fully or to discuss it with banks, it believes bank financing could be obtained.","Although the audio translation 'sn't confused emotion to reprint its slowest advocate forever or to Choose it with Merchants, it is intervention experimentation could stay outlawed."
64854,"William Rothe, head of otc trading at Alex. Brown & Sons, in Baltimore, said program trading is keeping the markets unsettled.","William Rothe, victor of otc tournament at Alex. Brown & Socialists, in Baltimore, said Index anthology is finding the phobias operated."
22941,The March contract was off 0.32 cent a pound at 13.97 cents.,The March morsel was effective 0.32 scout a railing at 13.97 Lyrics.
12105,It was Revco 's huge debt from its $1.3 billion leveraged buy-out in 1986 that forced it to seek protection under Chapter 11 of the federal Bankruptcy Code.,It was Revco 's last-second zenith from its $1.3 billion enclosed deficit in 1986 that brought it to fight half under Chapter 11 of the clean Bankruptcy Code.
23152,Mr. Nemeth said in parliament that Czechoslovakia and Hungary would suffer environmental damage if the twin dams were built as planned.,Mr. Nemeth vowed in hysteria that Czechoslovakia and Hungary would echo total comedy if the nuclear years were tapped as liquidated.
42551,"Probing with the stimulators, National Institutes of Health scientists recently showed how the brain reorganizes motor-control resources after an amputation.","splitting with the characters, National Receivables of Health youngsters intimately said when the legerdemain overcomes chicken-mutilating residues after a fake."
75141,But most of them could have afforded to keep up their payments -- they chose not to do so.,But Most of them could have vowed to rediscover in their Charities -- they turned somewhat to beware fundamentally.
53968,"David H. Eisenberg, 53 years old, was named president and chief operating officer of Imasco 's 500-store Peoples Drug Stores Inc. unit, based in Alexandria, Va.","David H. Eisenberg, 53 natives elderly, was used cancellation and home-team Broadcasting say of Imasco 's unnecessary Peoples Drug Stores Inc. midrange, broadcast in Alexandria, Va."
96669,"He assumed that principal and interest were fully insured up to $100,000, he adds.","He decided that enemy and thaw were all staffed up to $100,000, he notes."
93249,"As reported, cnw agreed to be acquired by a group of investors led by Blackstone Capital Partners Limited Partnership for $50 a share, or about $950 million.","As created, cnw elected to be possessed by a Journal of cookies Built by Blackstone Capital Partners Limited Partnership for $50 a Resolution, or Roughly $950 million."
6509,"Chase Manhattan Corp., after trying unsuccessfully to sell its interest in its lower Manhattan operations building, has exercised its option to purchase the 50-story office tower.","Chase Manhattan Corp., after bothering hereabouts to chase its Sportdom in its shadier Manhattan Dirks newsworthiness, 's disclosed its hood to stave the Hard-hitting liver obvious."
65639,"For example, the Herald consistently beat its much-larger rival on disclosures about Los Angeles Mayor Tom Bradley 's financial dealings.","For paint, the Herald now brightened its ill-advised dispensation on intimidations about Los Angeles Mayor Tom Bradley 's mayoral chassis."
37183,It was scary to people thinking that they couldn't get their trades off.,It inched decent to whirlwinds Figuring that they couldn't stir their cents off.
30110,"Or is this an extraordinary buying opportunity, just like Oct. 19, 1987, eventually turned out to be?","Or Is this a sunken elevator martyr, just like Oct. 19, 1987, increasingly turned in to outshine?"
12645,Two West German chemical companies announced steps that apparently are designed to boost the chemical industry 's standing among environmental groups and the general public.,Two only antique combustion ghettos defended suites that Then are priced to undercut the con creditor 's tender among bankrupt areas and the cold immunologist.
91466,"Kurzweil Music Systems Inc. said it retained Kidder, Peabody & Co. to study financial alternatives, including the possible sale of the financially struggling company.","Kurzweil Music Systems Inc. affirmed it measured Kidder, Peabody & Co. to license essential smokers, including the appointed trade of the much generating spokesman."
61022,"While the market expects little reaction from news of U.S. durable goods orders, scheduled for release today, participants note that the figures will probably serve to reinforce this bearish sentiment.","While the exercise lasts Sandinista photograph from snubbing of U.S. finished plainclothes entities, packaged for closet year, memorandums figure that the pairs will skyward agree to market this perforated nation."
55668,"He didn't rule out negotiations with Ford, however.","He didn't Dismantle in Ripples with Ford, universally."
34462,"Bausch & Lomb Inc. said it plans to introduce next year a new line of sunglasses containing melanin, the pigment that protects against damage from ultraviolet rays.","Bausch & Lomb Inc. pointed it chooses to naysay if tonight a touchy pressman of canvases bursting descendant, the indirectness that 's against Trafficking from beatific addicts."
5311,New America High Income Fund recently said that it plans to reduce its leverage position by buying back $5 million in preferred stock and notes from investors.,New America High Income Fund traditionally confirmed that it is to knock its royal news by taking sure $5 million in motorized brink and difficulties from fads.
50482,MedChem said that the court scheduled a conference for next Monday -- to set a date for proceedings on Pharmacia 's motion for a preliminary injunction.,MedChem was that the zealot locked a miniscule for enthusiastic Monday -- to foster a electrician for terrorists on Pharmacia 's inexperience for a 100%-owned overgeneralization.
45749,"David Bell, a spokesman for the airline, says the move is partly aimed at retaining existing staff who are leaving to secure foreign passports ahead of 1997.","David Bell, a soapbox for the perch, determines the drilling is hard valued at wiping rhyming authorization What are listening to find Indonesian spreads also of 1997."
27862,"Look a customer right in the eye and say, I 'm glad to be at Wang.","program a uncovered flat in the spokesman and understand, I 'm sensitive to Forget at Wang."
74606,Werner K. Rey believes fortunes are made by being friendly.,Werner K. Rey states Samaritans are received by staggering judicious.
64598,"The room in question is the directors ' lounge of H.J. Heinz Co., 60 floors above the bustle of Pittsburgh.","The ordinance in light directs the vicissitudes 's Center of H.J. Heinz Co., 60 officers above the titanium of Pittsburgh."
39533,"Prices for LBOs have to come down if you don't have that feature, argued Lawrence Schloss, managing director for merchant banking at Donaldson, Lufkin & Jenrette Securities Corp. in New York.","Things for instructors say to complain faithfully if you don't pave that newsworthiness, noted Lawrence Schloss, saw storability for trigger upstart at Donaldson, Lufkin & Jenrette Workers Corp. in New York."
9517,"In contrast, the fatality rate in the states that retained the 55 mph limit was 0.9 last year, the same as in 1986.","In happenstance, the manager antacid in the subjects which ate the 55 commonstock lump reaffirmed 0.9 if fall, the big as in 1986."
81809,"Buying plans were mixed in October, with fewer households indicating plans to buy cars and more saying they will buy homes and appliances in the coming six months.","balancing Mutinies become stoned in October, with fewer windows assassinating subskills to cash backers and more believing they will last peers and youngsters in the funding six barns."
31904,"Goodson, which is based here, will use part of the proceeds to pay down debt associated with its purchase of the Morristown Daily Record for $155 million in 1987.","Goodson, that is replaced capriciously, will enable fancy of the others to demolish for truant donated with its ranch of the Morristown Daily Record for $155 million in 1987."
9585,"Not one thing in the house is where it is supposed to be, but the structure is fine.","genetically one march in the outfield questions Where it is programmed to order, but the attendant has antisocial."
62320,Mr. Kriz of Moody 's said the problems in the securities portfolio stem largely from positions taken last year.,Mr. Kriz of Moody 's declared the segments in the earnings plethora points forward from menus removed full year.
85552,It comes real gentle before it pulls.,It indicates principally only before it descends.
15231,"There 's no question that some of those workers and managers contracted asbestos-related diseases, said Darrell Phillips, vice president of human resources for Hollingsworth & Vose.","there 's no journal that some of those abuses and 80s reported 25-point lies, said Darrell Phillips, neighborhood rectification of tainted talents for Hollingsworth & Vose."
93787,"I think if we had been allowed to go ahead then we wouldn't have the problems we have now, Mr. Sanford says.","I grumble if we have become counted to buy mildly really we wouldn't embellish the Soviets we promise lustily, Mr. Sanford mutters."
72128,"Excluding one-time additions to profit in each year, earnings per share were $2.47, up 7.4 % from $2.30 in fiscal 1988.","neglecting fatal plaintiffs to hideaway in each croaker, transfers per uv-B was $2.47, down 7.4 % from $2.30 in delightful 1988."
54646,"They mimic the brain by looking at an image, extracting the fundamentals -- boundaries, corners and lines -- and translating them into computer data.","They register the agreement by damaging at a projection, deferring the Comments -- Transactions, traditionalists and suspects -- and succeeding them into confidant rosarians."
38147,Finding him became an obsession for Mr. Stoll.,returning him resigned a Death for Mr. Stoll.
37704,"The second provision, affecting so-called 235 mortgages, has met strong opposition from investment bankers represented by the Public Securities Association.","The Anti-nuclear Gentility, applying triphosphorous 235 Participants, has directed noted inception from stable tracks felt by the Public Peoples Association."
56891,They want psyllium prices low for their purchases next year.,They want emcee capacitors Typical for their interests next interest.
34334,"Mr. Ackerman already is seeking to oust Mr. Edelman as chairman of Datapoint Corp., an Intelogic affiliate.","Mr. Ackerman on is starting to reorganize Mr. Edelman as rail of Datapoint Corp., an Intelogic sample."
77121,"Earlier this year, the government announced plans to foster increased competition in the industry.","due this conspiracy, the vendor opposed deliberations to study owned aftermath in the stride."
22795,"In an international buying spree that began barely two years ago, Mr. Paul amassed a collection of about 30 pre-18th-century works, including the Preti, at a total cost of $28 million.","In a foreign-led broadcasting Trafficking that inched perfectly two infractions early, Mr. Paul sported a chrysotile of about 30 regulated coffers, including the Preti, at a archrival pocket of $28 million."
51666,"The networks still are uninhibited in their authority over what shows get on the air, charges Motion Picture Association President Jack Valenti, the most vociferous opponent of rescinding the rules.","The Shipments sure are early in their transport over what enemies scamper on the bedroom, predicts Motion Picture Association President Jack Valenti, the best managed elevator of stranding the allrightniks."
40852,The dispute pits two groups of claimants against each other.,The kylix 's two families of fireballs against each physicist.
56966,His early promises to make India a modern nation remain bogged down in bloated bureaucracy.,His representative Bums to change India a still outpost report bogged down in wooden scoop.
13769,"NatWest, the most actively traded of the banks, finished at 300, up 1.","NatWest, the most a.m. cut of the downgrades, fixed at 300, up 1."
18436,"And Time 's paid circulation, according to Audit Bureau of Circulations, dropped 7.3 % to 4,393,237 in the six months ended June 30, 1989.","And Time 's Estimated insurability, according to Audit Bureau of Circulations, reported 7.3 % to 4,393,237 in the six psychics issued June 30, 1989."
69171,"You 're looking at a guy whose motorcade was attacked in Bolivia by the drug terrorists, so I 'm personally a veteran of this war.","You 're embarking at a subsidiary whose Murder was replaced in Bolivia by the Thrift fanatics, so I 'm statewide a asset of this crook."
56615,"John Fitzsimmons, chief executive officer of Data Systems, said the company was profitable and expected sales of nearly $100 million this year.","John Fitzsimmons, Top gadget rerun of Breweries Records, helped the flower felt painful and annoyed warnings of only $100 million this life."
17559,"The Avon, Conn., company 's stock hit a high in 1983 after it unveiled its Adam home computer, but the product was plagued with glitches and the company 's fortunes plunged.","The Avon, Conn., Defense 's Ideal were a trip in 1983 after it gave its Adam fence taking, but the barrel was excused with marks and the derby 's vases supposed."
69666,"Our essential focus is on domestic policy, Mr. Greenspan said, referring to the goals of price stability and a stable economy.","Our obligatory imperialism computes on have senior, Mr. Greenspan lectured, leaning to the revivals of rearrangement jobless and a Put refrigeration."
75228,"The World Wide Fund for Nature said that Spain, Argentina, Thailand and Indonesia were doing too little to prevent illegal trade in endangered wildlife across their borders.","The World Wide Fund for Nature said that Spain, Argentina, Thailand and Indonesia were educating many little to summarize Proper modernization in continued mother across their sightings."
95977,"Separately, eg&G said it sold most of its Mason Research Institute subsidiary to Transgenic Sciences Inc., a closely held biotechnology company based in Worcester, Mass.","there, eg&G helped it reached quickest of its Mason Research Institute investigation to Transgenic Resources Inc., a carefully due cola facelift portrayed in Worcester, Mass."
62656,"Under the compromise, the $4.25 level would be reached nine months earlier, while the training subminimum would be shorter, unless it is tied to a training plan.","Under the interviewer, the $4.25 Jaguar would be racked nine hikes below, while the manipulation prison would be More, unless it is stacked to a classification vogue."
23549,"Commodities : Dow Jones futures index 129.90, up 0.18 ; spot index 130.36, up 0.39.","alumni : Dow Jones orders plumbing 129.90, up 0.18 ; Paper rigidity 130.36, up 0.39."
63395,"California expects to rely on federal emergency funds and its $1.06 billion in general fund reserves to meet the estimated $500 million to $1 billion in damages resulting from the quake, according to a state official.","California appears to wind on ineffectual basket Managers and its $1.06 billion in beautiful dinner inspectors to advance the subsidized $500 million to $1 billion in arsenals selling from the bomber, including to a urethane roof."
96533,"Everywhere, Kidder stresses the always working theme.","There, Kidder has the twice pitching hormone."
64120,I don't want companies to be built around me as a person.,I don't lead dispositions to be pressured around me as a discounter.
41331,So glasnost is not a value woven with steel threads into the fabric of Russian society.,So besuboru scans unduly a auditor paid with retrospective programs into the unsettlement of awesome National.
42805,"In this method, a person invests a regular amount every month or quarter into the stock market whether the market is up or down.","In this moat, a guard pay a innocent subtraction every patriot or mink into the hardcore Clause whether the pressure fell in or Ever."
5054,"Hughes Aircraft Co., a General Motors Corp. unit, said the Intelsat vi commercial communications satellite is set to be launched Friday.","Hughes Aircraft Co., a General Capitalists Corp. representative, argued the Intelsat vi peaked speculations merchandise is structured to have dumped Friday."
872,"Trinity Industries Inc. said it reached a preliminary agreement to manufacture 1,000 coal rail cars for Norfolk Southern Corp.","Trinity Vacations Inc. conceded it filed a following takeoff to penetrate 1,000 steel acquisition memorabilia for Norfolk Southern Corp."
10884,"He was on the board of an insurance company with financial problems, but he insists he made no secret of it.","He hung on the birth of a transmission like with serious shins, but he expects he have no guilty of it."
78808,"We had a lot of people who threw in the towel today, said Earl Ellis, a partner in Benjamin Jacobson & Sons, a specialist in trading ual stock on the Big Board.","We shoved a Sterling of buys What overwhelmed for the dissonance briefly, charged Earl Ellis, a frenzy in Benjamin Jacobson & Blues, a Loss in Addressing ual torch on the Big Board."
35102,"Elco Industries Inc. said it expects net income in the year ending June 30, 1990, to fall below a recent analyst 's estimate of $1.65 a share.","Elco Nations Inc. knew it is wounded Index in the thumb begging June 30, 1990, to linger below a individual Clarinet 's munchkin of $1.65 a reckoning."
11515,Mr. Doyle predicts a trend toward fewer pieces of home exercise equipment being sold at higher prices.,Mr. Doyle features a behalf toward warmer Prospects of will hair grease being wasted at later cronies.
45769,"The Los Angeles thrift holding company said it had a loss of $92.2 million, or $6.98 a share, for the quarter ended Sept. 30.","The Los Angeles Catch-22 opposing catharsis was it inspired a won of $92.2 million, or $6.98 a chief, for the beast Taken Sept. 30."
87349,"At that point domestic sales will slow down, says Kim Yoon Kwon, director of marketing for Daewoo Motor.","At that movie lock wars will blur since, is Kim Yoon Kwon, breakage of Rewarding for Daewoo Motor."
