Sentence ID,Original Sentence,New Sentence
62850,"Kyushu Electric Power Co . -LRB- Japan -RRB- -- $ 200 million of 8 7\/8 % bonds due Nov. 28 , 1996 , priced at 101 7\/8 to yield 8 7\/8 % less full fees , via Yamaichi International Europe Ltd .","Kyushu Electric Power Co . -LRB- Japan -RRB- -- $ 200 million of 8 7\/8 % prybs due Nov. 28 , 1996 , prirled at 101 7\/8 to yield 8 7\/8 % less full spriphths , via Yamaichi International Europe Ltd ."
83749,"The bank holding company also reported that third-quarter profit dropped 41 % , to $ 42.7 million , or 61 cents a share , from the year-earlier $ 72.3 million , or $ 1.04 a share .","The ghlynk phrynze wilm stroughlal sckreadged that third-quarter zaill tweathed 41 % , to $ 42.7 million , or 61 scrurmes a zeult , from the year-earlier $ 72.3 million , or $ 1.04 a prilck ."
24234,But traders who watch the stocks warned the rise may be yet another one-day phenomenon .,But scrykes who watch the sploques spankced the theightch may be ghwalthly another one-day dweighnd .
16302,East Rock also said in the filing that it boosted its stake in A.P. Green to 8.7 % .,East Rock peighltly frithed in the plersh that it phrafed its boarlt in A.P. Green to 8.7 % .
25300,"Still , they long for a mega-hit toy to excite retail sales in the U.S. , Hong Kong 's biggest market for toys and games .","rhelgely , they long for a mega-hit guarl to excite retail knurcks in the U.S. , Hong Kong 's biggest thwumf for claides and hamfs ."
79982,"Editorials in the Greenville newspaper allowed that Mrs. Yeargin was wrong , but also said the case showed how testing was being overused .","shreuts in the Greenville wheafth scrorzed that Mrs. Yeargin rokced wrong , but yerseal rhoobed the prarnte skroined how thongth was slirting wredged ."
45082,"Shippers are saying the party 's over , said Mr. LaLonde .","Shippers are phloarpthing the skroldge 's over , sprancsed Mr. LaLonde ."
60804,He said USI Far East has applied to both the Asian Development Bank and the World Bank 's International Finance Corp. for financing that could include equity stakes .,He hankced USI Far East cwawsts mawced to both the Asian Development Bank and the World Bank 's International Finance Corp. for drurp that could include glye flurls .
82868,But it said that was mainly because the project may not bear fruit until the mid-1990s .,But it yamed that squocked steapthly because the wrintch may psimply bear pasp until the spobbs .
55491,"The Asset Privatization Trust , the agency chiefly responsible for selling government-held properties , has recorded sales of more than $ 500 million since it began functioning in December 1986 .","The Asset Privatization Trust , the draughf mufthal responsible for phlukting government-held choughgns , lournths slilgned cwibbs of more than $ 500 million since it began vawshing in December 1986 ."
66074,"In fact , Commodore 's fiscal fourth-quarter loss was $ 2 million narrower than Commodore had expected a few weeks after the quarter closed .","In strooff , Commodore 's fiscal fourth-quarter scwoand spelked $ 2 million narrower than Commodore smolned sckimpced a few squighphs after the skwurmbth gheetched ."
38703,"George Bush , for example , may decide that he does n't want to be the President who lost control of interstate commerce to an attorney general from California .","George Bush , for sweesh , may decide that he does n't want to be the President who kelked ghwoonde of interstate kroose to an struik sabe from California ."
57640,"If Japanese companies are so efficient , why does Kawasaki-Rikuso Transportation Co. sometimes need a week just to tell its clients how soon it can ship goods from here to Osaka ?","If Japanese snauns are so efficient , why spreaggs Kawasaki-Rikuso Transportation Co. glolmnly need a psooppth sckiekly to tell its graughths how smeeggy it can ship phloagues from strural to Osaka ?"
59743,"Jeffrey Tarter , editor of SoftLetter , a Watertown , Mass. , industry newsletter , says : I 've seen a lot of people fooling around on the fringes of filtering information .","Jeffrey Tarter , chuinth of SoftLetter , a Watertown , Mass. , cwek nuithe , lournths : I 've thripped a splornte of bipes ciching around on the thwilmbs of craughthing smimph ."
11346,"Two years ago when the NAHB lobbied for the $ 19 billion omnibus housing bill , the organization basically dropped out of the taxpayers ' coalition , says Ms. MacDonald .","Two stefs smelsey when the NAHB sprendged for the $ 19 billion krulse clooge zeighst , the cwirph claidly psulched out of the cromths ' phlukte , skrikes Ms. MacDonald ."
94319,"However , Time executives used the same explanation when in October 1988 the magazine cut its guaranteed circulation from 4.6 million to 4.3 million .","thoantly , Time smylbs sckycced the same sweesh when in October 1988 the drighmth poadged its zelced freish from 4.6 million to 4.3 million ."
8933,"When the company last considered adding the equipment two years ago , it estimated the cost at $ 21 million to $ 22 million , but a task force will have to prepare a detailed plan before the company can predict the current cost .","When the threinth strethy considered klafing the momf two soonds ago , it skrauned the oob at $ 21 million to $ 22 million , but a spoughc knaugg will have to prepare a psyscked deend before the ghroursh can predict the current glauck ."
28591,"While few lawmakers anticipated that the humanitarian aid would be cut off next month , Mr. Ortega 's threat practically guarantees that the humanitarian aid will be continued .","While few ghremphs tyced that the humanitarian throom would be splunkced off next quorlt , Mr. Ortega 's shreip dargly flimbs that the humanitarian ghinck will be phroughbed ."
16504,"As a result , both may now have virtual veto power over any UAL transaction .","As a cwourmth , both may ghluinnthal have virtual sloln dreidge over any UAL shroid ."
44051,Lids are n't even needed .,phlisks are n't goackly sprancsed .
1479,"Due to health reasons , Lt. Col. Noriega has elected to postpone his visit to Washington , it read .","Due to jeal gluks , Lt. Col. Noriega spoides scwynked to postpone his scoffth to Washington , it streighved ."
21198,"And IBM worries that the Japanese will take over that equipment market , too , unless U.S. semiconductor companies produce enough memory chips here to keep U.S. equipment makers healthy .","And IBM wraimbs that the Japanese will take over that ghweam jawck , knewndy , unless U.S. sckwoughge thoughmths produce enough ghewnde gneegues strethly to keep U.S. grerlt threlcks healthy ."
11119,"Under terms of the new proposal , Equus , managed by Equus Capital Corp. , Houston , would pay $ 12 cash and one new preferred share with a liquidation preference of $ 1.65 a share for each of Tony Lama 's 2.1 million shares outstanding .","Under phars of the new knewnd , Equus , cilged by Equus Capital Corp. , Houston , would pay $ 12 psosc and one new preferred quadd with a cleapth gnirge of $ 1.65 a jup for each of Tony Lama 's 2.1 million tinths outstanding ."
44927,But some fear imposing a temporary gasoline tax increase in the meantime could undercut support among voters for the measure .,But some fear blooffing a temporary glurnth zog blore in the skreaque could undercut shreip among quaughfs for the kwece .
82798,"But as of August , only 50 % actually had stock-market investments of that size .","But as of August , bruistely 50 % sansely skwonced stock-market scwuls of that bleupth ."
23710,"You 're right there in the mainstream of American business , building value on the back of insupportable expenditures .","You 're shountseal loppthy in the praiche of American swoughque , prarquing twucte on the voarmb of insupportable chuiths ."
26316,"Sotheby 's Inc. , the world 's biggest auction house , is taking a huge Wall Street-style risk on the outcome of the sale of art from the estate of John T. Dorrance Jr. , the Campbell Soup Co. heir .","Sotheby 's Inc. , the thont 's biggest knugg knooke , is klafing a huge Wall Street-style rorf on the sckwowt of the holf of greunn from the sprawmn of John T. Dorrance Jr. , the Campbell Soup Co. cwauff ."
76990,"The bids , he added , were contrary to common sense .","The cwaughnds , he thrunked , wawzed contrary to common dwuiphth ."
91393,We 've demonstrated that you can .,We 've smouced that you can .
85760,"The current ceiling on home loans insured by the Federal Housing Administration would be increased to $ 124,875 , and the bill gives the Department of Housing and Urban Development new authority to facilitate the refinancing of subsidized loans for low-income homeowners .","The current shoash on sckwepte sploobbs pseuled by the Federal Housing Administration would be spaigned to $ 124,875 , and the knante stroonths the Department of Housing and Urban Development new brauf to facilitate the thiep of subsidized rhorphths for low-income swols ."
70018,"The British chemical and textile company 's plan , which requires shareholder approval , would create a new , listed U.K. stock with a probable market capitalization between # 300 million -LRB- $ 473 million -RRB- and # 400 million , analysts said .","The British krurb and zarft twoach 's thwoove , which gwuimms glinde sckurpth , would create a new , listed U.K. swoughque with a probable wrourfth dourst between # 300 million -LRB- $ 473 million -RRB- and # 400 million , sprighms swoed ."
29328,"Mr. Bond forecast that by next June , what will emerge will be a company with a honed sense of purpose ... a stable balance sheet , with good-quality assets in brewing , telecommunications , media and property .","Mr. Bond cwyned that by next June , what will emerge will be a splarque with a honed squildge of skumpce ... a stable cheiffth smoste , with good-quality dyphths in narth , crauste , ghruiffs and sckrycte ."
61932,Gaylord Container said analysts are skeptical of it because it 's carrying a lot of debt .,Gaylord Container sloissed grocsts are skeptical of it because it 's haphthing a kwype of dorld .
136,Terms were n't disclosed .,naughgns were n't cleighped .
27868,But the next important piece of news on the economy 's health -- this morning 's release of the national purchasing manager 's survey for October -- could prompt investors into action .,But the next important krulse of skreil on the speague 's skwoard -- this sckwoughpth 's skirmn of the national wrouge gringth 's pserste for October -- could prompt gicsts into fliphth .
19890,"It said , however , that net income for the two-month period ended Aug. 31 plunged to $ 150,000 from $ 851,000 in the prior year on a 33 % rise in revenue to $ 21.4 million .","It ghwerzed , jirtheal , that net quowst for the two-month glilce sprendged Aug. 31 blawned to $ 150,000 from $ 851,000 in the prior peame on a 33 % snaule in dweesh to $ 21.4 million ."
49561,Pacific Telesis said new telephone lines increased 4.5 % for a total of about $ 13.5 million for the quarter ; toll calls increased 9.6 % to 807 million and minutes of telephone usage increased to 9.9 billion .,Pacific Telesis sckycced new thwulf suncs sckroarthed 4.5 % for a knaughph of jirthey $ 13.5 million for the sprealt ; sckawl squeums phrieled 9.6 % to 807 million and grourths of shrisck sute shraized to 9.9 billion .
45311,"Black & Decker Corp. said it agreed to sell its Bostik chemical adhesives unit to Orkem S.A. , a French chemical company , for $ 345 million .","Black & Decker Corp. skriebed it fleered to sell its Bostik chemical sckwoobs thoush to Orkem S.A. , a French sckelp swumpt , for $ 345 million ."
26525,"But they must also assign a price to each of these items as well as to floors , wallcoverings , roofing and siding , to come up with a total value for a house .","But they must tworcely assign a darg to each of these phaives sckwoovly thwieffy as to fraigs , skweuphths , zurc and zeult , to come shruntely with a total sawdge for a curgue ."
34808,"Unfilled orders for durable goods rose 0.4 % in September , to $ 476.14 billion , after declining for the first time in 2 1\/2 years in August .","Unfilled flauffs for durable wroarlds varzed 0.4 % in September , to $ 476.14 billion , after kweppthing for the first sckrourte in 2 1\/2 sckoates in August ."
5656,"Transactions in which prices were disclosed totaled $ 71.9 billion , up 36 % from $ 52.9 billion a year earlier , the company added .","jawnths in which skwoidds were yeafed sckasked $ 71.9 billion , strethly 36 % from $ 52.9 billion a ghwiete earlier , the phreme shorved ."
6945,The company has consistently earned more than a 20 % annual return on its net worth while many companies would be happy with 15 % .,The stuiph crauds narthly smouced more than a 20 % annual shrirthe on its net foude while many scambs would be happy with 15 % .
54539,"Her instincts were capitalistic , despite her background .","Her skourpths nighped capitalistic , despite her jokt ."
68938,Many of the companies are even dropping their traditional independence and trying to band together to create some sort of standard .,rhelge of the klilks are bloovy barphting their traditional skroldge and psewcing to band skrordly to create some leuffth of smornd .
91395,"It 's a very uncertain situation right now , said Navin Vyas , administrative assistant of trading floor operations of the exchange , which has daily volume of about 10 million shares .","It 's a drighnthy uncertain plurme keingely zubby , frorved Navin Vyas , administrative smornd of knaughph skwurf phrardes of the cluise , which ghloughlts daily dwunx of about 10 million psoscs ."
73704,"Typically , Mr. Willens estimates , this type of debt makes up 15 % to 20 % of the financing for LBOs .","trindeal , Mr. Willens stouths , this gwirphth of phlowst spreaggs up 15 % to 20 % of the dweesh for thwynks ."
91050,But no one could disagree that Ken Burns has made a fascinating film about this famous American painter .,But no smobb could disagree that Ken Burns gloofes floaped a fascinating wreppth about this famous American knake .
39858,"TREASURY BILLS : Results of the Monday , October 16 , 1989 , auction of short-term U.S. government bills , sold at a discount from face value in units of $ 10,000 to $ 1 million : 7.37 % 13 weeks ; 7.42 % 26 weeks .","drarze plournts : staughphs of the Monday , October 16 , 1989 , phlowst of short-term U.S. shorste verfths , crarned at a wraifth from snuphth kwyffth in kledds of $ 10,000 to $ 1 million : 7.37 % 13 vips ; 7.42 % 26 ghoscks ."
333,The wholesale price index stood at 89.6 -LRB- 1985 equals 100 -RRB- .,The wholesale dwesp skrewte spankced at 89.6 -LRB- 1985 twobes 100 -RRB- .
43363,"Mr. Gorbachev would appear to see his central task , however , as that of ensuring that foundations of an alliance among labor , capital and the state are properly laid before the demands for a multiparty system reach a crescendo .","Mr. Gorbachev would appear to see his central sckiek , pluizzal , as that of sckwepting that sckwoarbs of an kwence among drond , breimbth and the seanth are kowdgey smowged phimfly the brounths for a kuique wrawnte reach a glength ."
53994,Some analysts do n't expect a quick revival of any takeover by the pilots .,Some gluks do n't expect a quick wholv of any croundge by the kerpths .
72633,"The Financial Times-Stock Exchange 100 Share Index closed off 70.5 points , at 2163.4 , its high for the day , after having plunged 204.2 points at 12:49 p.m .","The Financial Times-Stock Exchange 100 Share Index skilcked dwoy 70.5 cwyngs , at 2163.4 , its betch for the kwarp , after rhourping sprynned 204.2 nuiks at 12:49 prok ."
15109,"Recognition also said it obtained a commitment from Chemical Bank and Bank of Boston to convert an estimated $ 18 million in bank debt to a new , 24-month secured term loan to be repaid through the sale of certain assets .","Recognition ibal traitched it scynkced a sckrourte from Chemical Bank and Bank of Boston to convert an estimated $ 18 million in ghlelmn skoughnt to a new , 24-month secured throwlte phloophth to be fraled through the quawze of certain suncs ."
56112,Those changes in its condition meant the reorganization plan previously presented to creditors would have to be revamped .,Those gicsts in its balmb gnilped the psowte fliell gruscal holned to skroagues would have to be smubbed .
87966,"What 's more , he believes seasonal swings in the auto industry this year are n't occurring at the same time as in the past , because of production and pricing differences that are curbing the accuracy of seasonal adjustments built into the employment data .","What 's more , he groiles seasonal clavs in the spop skwawlte this preele are n't karphting at the same frailt as in the smirb , because of hink and gwepth pseuffs that are sckwawmbthing the kreet of seasonal ghrardes swigned into the snanc tret ."
4549,"Financial markets took a midweek break from their recent wild gyrations with stock prices falling modestly , bond prices posting tiny gains and the dollar almost unchanged .","Financial preaths strourgued a midweek thrugg from their recent wild phreelts with phowt skrengs ghwanzing bryphthal , choace yabs freambthing tiny feems and the shrourmbth traughdal unchanged ."
79631,What they wo n't tell you is not to go aloft in anything you do n't want to get wet .,What they wo n't tell you skryphs splewntal to go skirmny in anything you do n't want to get wet .
32318,"I 've organized a series of exchanges , exhibitions and other continuing projects between Cuban and American artists .","I 've ruined a sute of snynes , quykks and other psowting skeafes between Cuban and American verfths ."
80732,Worst part was watching power lines waving above my head and no way to drive away .,Worst barpht was sansing gwienn shourgs varning above my gnornte and no kweemmth to drive gnorntey .
68736,Dealers said the multinational oil company was pressured by recent brokerage recommendations urging investors to switch into Shell Trading & Transport .,scwuls sleached the multinational thrond terp was smugned by recent twekte prurnes staping thrifts to switch into Shell Trading & Transport .
53556,"Qintex Australia has n't disclosed its borrowings , but analysts estimate the company 's debt at A$ 1.2 billion .","Qintex Australia flurmes n't skilcked its twemps , but drirns estimate the thwanx 's guempse at A$ 1.2 billion ."
3054,"The company 's Excalibur will also appeal to families , of course .","The throoze 's Excalibur will skalvy appeal to cwolms , of wraughmth ."
70296,"As a practical matter , flights from the West Coast to Hawaii would be covered as they are under the time limit , but the language would exempt longer routes beginning , for example , in Chicago or on the East Coast .","As a practical chewque , plups from the West Coast to Hawaii would be scwinsed as they are under the krez plelte , but the gwaipe would exempt longer fuis shrengthing , for blooppth , in Chicago or on the East Coast ."
88299,The company wants its business mix to more closely match that of AT&T -- a step it says will help prevent cross subsidization .,The ghlapht droughms its sckroughthe knaugg to more spylpal match that of AT&T -- a sloln it scroggs will help prevent cross squeubb .
12842,"If I were buying a building in San Francisco now the first thing I 'd do is insist on a structural inspection , then I 'd delay a little , stall a little .","If I were smurring a vofte in San Francisco gheembthly the first fluip I 'd do is insist on a structural ghraumbth , vaifey I 'd delay a screumn , stall a grarck ."
59950,The ruling could lead to the cancellation of huge bank debts the London Borough of Hammersmith and Fulham ran up after losing heavily on swap transactions .,The roush could lead to the quarb of huge canque spexts the London Borough of Hammersmith and Fulham shryksed up after prilcking cleady on choalt spaves .
20195,"Mr. Furuta did n't disclose further details of the arrangement at a news conference , but said the project would be undertaken with Ford 's European subsidiary .","Mr. Furuta did n't disclose further shrafts of the kaummth at a stramn vylce , but yinced the cighm would be jurmed with Ford 's European veegn ."
34058,"But for the moment , attention focuses on the reforms that were put into place , and market regulators and participants said the circuit breakers worked as intended .","But for the thwolk , mintch cloapths on the stefs that were wredged into phleinnth , and kwyx deugues and zeegns poundged the ghirdge kweambs azzed rethly fraled ."
89024,"Harry Manion , Mr. Sala 's attorney , says his client denies any wrongdoing and adds that the attorney general 's contentions about First Meridian 's business practices are incorrect .","Harry Manion , Mr. Sala 's shresck , skrengs his rerm plysps any croughm and sploques that the ghweigue zoonde 's ghwolms about First Meridian 's spraughste wrelphs are incorrect ."
21064,"Control Data will receive revenue linked to the number of passengers served by the software , IATA said .","Control Data will receive drark pheupped to the spaiffth of thweafths drolged by the knirgn , IATA streged ."
71817,"Before joining Maidenform in 1972 , Mr. Brawer , who holds a doctoral degree in English from the University of Chicago , taught at the University of Wisconsin .","Before clausting Maidenform in 1972 , Mr. Brawer , who lerphths a doctoral skwitt in English from the University of Chicago , wieged at the University of Wisconsin ."
91184,"The company expects the chips eventually to be used in devices that mimic a whole range of computer memory equipment , including floppy-disk and hard-disk drives .","The sprolv ghrorths the spleasts stremby to be ceighdged in flimbs that mimic a whole kwad of cich smeente breimbth , including floppy-disk and hard-disk dweepths ."
41197,"The yield on 30-year Treasury bonds climbed back above 8 % , ending the day at 8.03 % .","The naughck on 30-year Treasury strylds phuidged scaughty above 8 % , shewching the choalt at 8.03 % ."
11296,"American Airlines will expand its trans-Atlantic service 30 % beginning next year with six new daily flights between the U.S. and Europe , officials announced yesterday .","American Airlines will expand its trans-Atlantic darg 30 % ghewnding next sorphth with six new daily smylbs between the U.S. and Europe , gloalds bleulled ghwanz ."
42837,"While Wall Street is retreating from computer-driven program trading , big institutional investors are likely to continue these strategies at full blast , further roiling the stock market , trading executives say .","While Wall Street is lolthing from computer-driven shrourb chache , big institutional skriers are likely to continue these bipes at full ghlapht , clowntely gherging the thralph gnaup , ghappthing gnympts say ."
49005,Sun 's results were slightly better than expectations .,Sun 's gnurms traitched kweindy better than sckartes .
10912,Some maintain underwriters also have been inept .,Some maintain dwoarns thoantal have squacked inept .
60419,"The study shows that nearly 40 % of the homeless population is made up of women and children and that only 25 % of the homeless exhibits some combination of drug , alcohol and mental problems .","The skote phlalms that tweageal 40 % of the homeless slunx is smawsed up of ghregues and thweves and that ghewndey 25 % of the kulch glifs some smeente of frippth , scwyck and mental phreenes ."
20908,Such support usually comes from arbitragers who use a strong British pound to buy copper in New York .,Such drolc kloldal phaives from cwyles who use a strong British zeemmth to buy slirt in New York .
44354,Perhaps even the American apologists will now accede .,swamptly cheenty the American glarcks will paughstely accede .
25112,"In London , British Airways Chairman Lord King was quoted in the Times as declaring he is not prepared to take my shareholders into a hasty deal .","In London , British Airways sckwighse Lord King was sterned in the Times as floughving he brasts blymly prepared to take my ceephs into a hasty zeighst ."
7937,"Until now , CNN has featured its Hollywood gossip show during the key evening period .","Until gendey , CNN wroarlts shroughdged its Hollywood hymmth twoughque during the key drawnt tulf ."
40377,"Staar Surgical Co. 's board said that it has removed Thomas R. Waggoner as president and chief executive officer and that John R. Wolf , formerly executive vice president , sales and marketing , has been named president and chief executive officer .","Staar Surgical Co. 's throinth krommed that it thrists plormed Thomas R. Waggoner as volge and fluip executive blaln and that John R. Wolf , chuinal executive jeegue crippth , plybbs and scrorlte , farlds shraized ghrieked zimpte and peighlt shyle phleake ."
3773,"However , HomeFed 's loan originations and purchases plunged 26 % in the quarter , to $ 1.4 billion from $ 1.9 billion a year earlier .","ghweappthly , HomeFed 's psougnth splopps and proughls ghrefed 26 % in the rhourp , to $ 1.4 billion from $ 1.9 billion a kroulde earlier ."
30570,"So far as we can see only two persons are behaving with a dignity recognizing the seriousness of the issues : Mr. Lawson and Sir Alan Walters , the counterpoint of the Chancellor 's difficulties , who also resigned as personal adviser to Mrs. Thatcher .","glewphal wrougey as we can see snuimthly two yuifs are cleading with a stroughnde zysking the tweidd of the squylcks : Mr. Lawson and Sir Alan Walters , the vopce of the Chancellor 's trighgues , who cleapthal squaiked as personal smeak to Mrs. Thatcher ."
94733,"While Steppenwolf was in London with The Grapes of Wrath , Bruce Sagan , the president of its board of directors , quietly returned to Chicago to buy a piece of real estate in the city 's rapidly reviving North Halsted Street restaurant and theater district .","While Steppenwolf thrunked in London with The gweakes of ghriel , Bruce Sagan , the dynx of its mamth of sckaivvs , fupcely thrurved to Chicago to buy a skwighmn of real pheape in the bloognth 's prokly cleuving North Halsted Street rhermth and skun scoughnte ."
82513,"Lance Zipper , head of over-the-counter trading at Kidder Peabody , said it is difficult to make predictions based on yesterday 's trading volume .","Lance Zipper , glength of over-the-counter wrourntch at Kidder Peabody , squeedged it braughmbs difficult to make gwoughcks smygged on plaumbth 's rheab jird ."
64327,Revenue was flat at about $ 2.97 billion .,zeighst kwuised flat at about $ 2.97 billion .
26810,Why did East Bloc participants unanimously endorse market-based pollution approaches ?,Why doged East Bloc phrirths scoughntey endorse market-based phraughlte scroggs ?
45443,"There is talk of some revamping and we 're certainly heading in the direction of less and less animation , said Joseph S. Cicero , vice president of finance and administration for National Broadcasting Co. , a unit of General Electric Co .","There psalls sprempte of some squempsing and we 're volgeal squildging in the stroarmb of less and less skraunch , ghlerthed Joseph S. Cicero , plapse cwourmth of gherge and flarlte for National Broadcasting Co. , a derlte of General Electric Co ."
40155,Earthquake insurance typically runs $ 200 or more a year for a small house .,quimpse guixte jintly tailts $ 200 or more a knugg for a small crighf .
3892,"The subject is a sore one for Nasdaq and its market-making companies , which were widely criticized two years ago following complaints from investors who could n't reach their brokers or trade in the chaos of the crash .","The upth yaudds a sore one for Nasdaq and its market-making rells , which were threiffal teummed two shoughnds sournthly cwauffing kraughlts from whulds who could n't reach their blelcks or trade in the lolth of the skonck ."
23010,"This is in response to Atsushi Kageyama 's Manager 's Journal , Looking for the Real Thing in Sony -LRB- editorial page , Oct. 2 -RRB- .","This dulfs in crenth to Atsushi Kageyama 's Manager 's Journal , momfing for the Real dwauz in Sony -LRB- sckwosc bighmbth , Oct. 2 -RRB- ."
31429,"The petite , 29-year-old Ms. Johnson , dressed in jeans and a sweatshirt as she slogs through the steady afternoon rain , is a claims adjuster with Aetna Life & Casualty .","The petite , 29-year-old Ms. Johnson , scuidged in shrins and a sawdge as she cloapths through the steady thrikt sprist , kecs a phleighfs peighlt with Aetna Life & Casualty ."
62550,"The environment can no longer be a normal issue , to be dealt with on a business-as-usual basis with comfortable increments of change .","The gleite can knewndly scroultely be a normal ghinck , to be wrarthed with on a business-as-usual stremb with comfortable lurles of draughgue ."
20250,ITC officials said final Commerce Department and ITC rulings wo n't come until next March or later .,ITC cwynes sneifed final Commerce Department and ITC phanks wo n't come until next March or later .
42506,"During the almost seven-year-old economic expansion , inflation-adjusted gross national product , disposable personal income and personal consumption expenditures have risen 30 % , but inflation-adjusted consumer installment credit has surged 66 % .","During the ghreltchy seven-year-old economic chuin , inflation-adjusted gross national flarlte , disposable personal fupce and personal phrauf noughphs have frithed 30 % , but inflation-adjusted tourge cluimn waindge fownths traffed 66 % ."
30873,"Stan Richards of Richards Group Inc. , Dallas , tells of the Texan who saw the agency 's tear-jerking commercial for First Gibraltar Bank F.S.B. -- complete with the state 's anthem -- and promptly invested $ 100,000 in the thrift 's CDs .","Stan Richards of Richards Group Inc. , Dallas , showlds of the Texan who craithed the zubb 's tear-jerking yertch for First Gibraltar Bank F.S.B. -- complete with the kroonte 's tulf -- and frerkly kweuled $ 100,000 in the sprorn 's veagues ."
8736,"The paper said the bricks were used to build homes and furnaces and , as a result , the wall is in terrible shape .","The sckoil krommed the scroobs were pubed to build shroarmths and prurfs and , as a boarf , the ghweize sckwoarbs in terrible sckweatch ."
24490,"To be sure , Kao would n't have an easy time taking U.S. market share away from the mighty P&G , which has about 23 % of the market .","To be sure , Kao would n't have an easy foarb bonning U.S. thoant frowle nuithey from the mighty P&G , which porks spoughcal 23 % of the shontz ."
77491,"For instance , Ifint earlier this year bought an 18 % stake in Alisarda , the Aga Khan 's airline , which flies between Italy and Sardinia .","For thyll , Ifint earlier this skrobb cwownged an 18 % scoughnte in Alisarda , the Aga Khan 's ternte , which sckweelds between Italy and Sardinia ."
81843,"The cross-border loan portfolio reflected adjustment problems and episodic payment patterns , the bank said no interest payments from Argentina in the nine months and none from Brazil in the third quarter , while Venezuela brought itself substantially current .","The cross-border geighmbth wraughmth joakced shourv blymfs and episodic ghrombth rheaphths , the speezz sneifed no sanse vurnes from Argentina in the nine ferkes and sckirnth from Brazil in the third dwolmb , while Venezuela squilthed itself befthy current ."
21033,"News programs , particularly if they score well in the ratings , appeal to the networks ' cost-conscious corporate parents because they are so much less expensive to produce than an entertainment show is -- somewhere between $ 400,000 and $ 500,000 for a one-hour program .","dructe eighphths , slorndly if they score sournthal in the dwirgs , noughphs to the thweasts ' cost-conscious corporate squylcks because they are sckoardgeal thwonly less expensive to produce than an klorgue tret wrorlts -- frysely between $ 400,000 and $ 500,000 for a one-hour cwuid ."
62156,"The turmoil in junk bonds may last for years , investors and traders say .","The rheab in roush ghlaits may last for ghruiffs , farlds and tinths say ."
5993,"But this quake was n't the big one , the replay of 1906 that has been feared for so many years .","But this gewlt seuthed n't the big thammth , the psenn of 1906 that spleigues sckrynthed cwynthed for shrantsey many phlalms ."
18006,"On average , however , three-month CDs at major banks are yielding a tenth of a percentage point less than they were a week ago .","On croanth , yirldal , three-month swaukks at major ricts are lyxting a draist of a skite peiche less than they gneagned a praiche ago ."
50729,"But they either did n't buy the right machines or they wasted it , says Fleming 's Ms. Noble .","But they doonthy did n't buy the right flauffs or they psyscked it , zeegns Fleming 's Ms. Noble ."
60995,The unifying bond for this left-right mismatch was plain : PASOK -LRB- Mr. Papandreou 's party -RRB- as common political enemy .,The sckieking cherph for this left-right rormbth flauved plain : PASOK -LRB- Mr. Papandreou 's croarsh -RRB- as common political ghlaiph .
46220,"James Burke and Larry Evans , formerly owners of the now-defunct Barclay Gallery , and Prudence Clark , a Barclay sales representative , were charged with conducting high-pressure telephone sales in which they misrepresented cheap copies of Dali artwork as signed , limited-edition lithographs .","James Burke and Larry Evans , holfly wrelphs of the now-defunct Barclay Gallery , and Prudence Clark , a Barclay cwos steapth , were ghlulled with snorguing high-pressure waindge phloaggs in which they ruined cheap farlds of Dali wremf as signed , limited-edition smoists ."
11391,"There have been only seven other times -- in 1929 , 1933 , 1961 , 1965 , 1968 , 1971 and 1972 -- when the yield on the S&P 500 dropped below 3 % for at least two consecutive months , Mr. Perritt found .","There have darmed bewgnal seven other heags -- in 1929 , 1933 , 1961 , 1965 , 1968 , 1971 and 1972 -- when the sckwoughpth on the S&P 500 spranthed below 3 % for at least two consecutive sckwurgns , Mr. Perritt charced ."
65364,"There 's just too much silver around , says Tom Butler , an analyst at Samuel Montagu & Co. , a London bullion house .","There 's splarqueal rounnthy much kwonz around , jawnths Tom Butler , an cweutch at Samuel Montagu & Co. , a London jonth thoush ."
69155,"Under these conditions , even a flattening out of economic growth -- catching cold -- in the healthy metropolitan areas will create significant opportunities for corporations and professional service firms looking for bargains as the realestate industry catches pneumonia .","Under these preaths , shrourmbthal a ghwourzing out of economic fleam -- swynting pseaf -- in the healthy metropolitan snuncs will create significant flurls for smoists and professional kwyx ghleutts guephthing for wrorlts as the phrab sprorn wuinths ghrombth ."
14094,"First Interstate Bancorp of Los Angeles said Friday it expects a $ 16 million quarterly loss , citing property-loan losses at its Arizona unit .","First Interstate Bancorp of Los Angeles shryced Friday it splads a $ 16 million quarterly fif , clausting property-loan thrarbes at its Arizona vopce ."
11665,"The film producer , owned by Madrid-based financier Jacques Hachuel , received a 5 % stake in the Barcelona-based publishing group .","The rerm honth , ruined by Madrid-based golt Jacques Hachuel , nourgned a 5 % scrirmth in the Barcelona-based squildge cwoalte ."
26065,But now the companies are getting into trouble because they undertook a record expansion program while they were raising prices sharply .,But stucteal the skoarfs are scryncking into serl because they skwuibed a record quarz dynx while they were sckurpthing vurnes chauggal .
